,distBF,distRA,distSeaTac
2393,95397.2171819811,71264.47968484595,77101.49968581642
2394,92919.47402334007,82386.59065026366,62045.70823534691
2395,20259.033951528465,16341.285408756756,39024.44976267781
2396,13651.46027366146,37217.14633432131,34895.18180413791
2397,74111.93811192876,66935.87433692242,43689.19775122074
2398,77680.16186886292,85863.33505907304,106803.78552261734
2399,46948.08345959338,55232.57138317572,75618.60475632279
2400,9097.729299644012,17309.52040528973,31484.321784609514
2401,58488.403582184736,63211.633852299,85725.05237134811
2402,84913.6128762657,60490.95332316586,68874.18122398453
2403,42241.22524987309,32134.513374123835,58540.666847348984
2404,67666.8150412171,78372.24967891688,97590.55625250588
2405,56111.441161673785,72736.7884167914,87002.43336467387
2406,93140.74210096041,79963.18824383934,62425.83629156193
2407,64904.00222063459,69660.8259633632,92276.21123407339
2408,67387.55393770066,58275.60123942584,84866.68656791754
2409,59130.789316006056,64181.15509667392,86550.42561761024
2410,85842.22408800911,62057.86795823052,66694.48829276014
2411,148488.25629778663,126619.97581418713,122972.31566585634
2412,77611.67874332097,79072.36822092962,103295.63214905738
2413,88692.06338759932,94045.01590747817,116653.73870508307
2414,71741.51042646499,60433.88996108637,40901.815530866996
2415,6581.787876273313,20620.235974728304,32878.314019740115
2416,117302.45839688594,97210.60154095535,120162.90391666064
2417,54805.840679308174,68280.71387537765,85327.01956715496
2418,51658.71231279855,28212.041734188286,35824.82617435702
2419,70888.51670080943,55974.00609032145,82276.00658306562
2420,95902.62167555947,92358.1965061166,118285.89930368985
2421,109974.00329401682,105271.84960884281,131503.0130072165
2422,78653.96808687762,93271.44238043622,109475.21883100086
2423,57635.05754963807,77466.20964579246,88025.067827344
2424,75163.09250703485,56630.30274584665,81595.18289707386
2425,23668.95156737444,23382.054647367095,45891.90496933339
2426,86075.7368435382,61645.838929450794,70010.7513969475
2427,68614.53794929346,84196.30366740876,99487.57969125945
2428,70724.94945929616,64544.81204056793,40579.4743513053
2429,32144.739898543125,47563.29432375754,62750.586809816305
2430,82449.05638703046,97852.22694005043,113330.10541101436
2431,95017.32762093157,96143.1866438122,120662.86610199351
2432,65830.58333547405,83948.9205427161,96588.08519732411
2433,68394.31056118212,85121.15073191497,99277.76819383464
2434,87684.40061564096,64900.92177152718,65633.57825152192
2435,20613.303578392963,7986.106161437832,19550.194056943204
2436,49953.936958617836,26942.723353579553,33386.226025172284
2437,58365.77183870969,72886.61573658798,89099.05036847744
2438,33071.230139800624,32940.84488834568,56438.055874630765
2439,19470.334177228127,43981.869320908394,42785.98654059043
2440,104510.83186951309,85047.19733914967,108752.41304183129
2441,87665.9507221856,105386.10889363925,118404.94979371765
2442,37877.53238913728,17239.148475818125,21819.31346150793
2443,82835.22471336367,65132.588769809096,54358.375841726236
2444,54444.26773921591,48089.523003252856,74167.85754638985
2445,68434.72504606287,75844.2139103012,97129.1277119904
2446,39045.432623142275,31699.153110910196,57544.74285249816
2447,40586.93601155224,18763.929040401712,43750.12047479149
2448,82820.07596762532,68508.39865616261,94804.97994581242
2449,38123.36829986223,44538.56153782865,65612.93695219286
2450,66699.63868739997,72481.15959474133,94617.37035650111
2451,4457.664646561131,20209.757103551477,28815.40560721175
2452,62377.95851171465,60323.12360768878,85511.92748465485
2453,77755.48601108472,58883.0030853852,50532.712454080756
2454,106440.93126888755,86633.00001345147,110024.95308123027
2455,48489.08307521495,71524.81516626835,76740.39091480062
2456,30389.86894056872,39558.72266335477,18548.81211606357
2457,76300.08561631429,94244.9465480026,107041.05232027604
2458,82009.59217273389,83245.34151138857,107604.22656219537
2459,92691.82729005002,94793.11918118033,118915.24615162802
2460,72595.21643305817,91638.10011591288,103105.24621482831
2461,24108.606920427188,33641.4291316789,52240.699572894606
2462,29754.754167256626,54069.396744891405,56423.307816878434
2463,88888.43382671621,82455.70175617411,58860.24086709678
2464,137038.04087385713,114683.6732299844,134469.23791280558
2465,67303.91091889965,71513.43712246344,94425.83472445949
2466,29326.53924728881,53453.430388012275,56619.71886725426
2467,73852.05943684597,50478.63803884912,54344.274045165665
2468,63475.68983555967,57988.82373495752,84038.80680019585
2469,21885.65599514063,41845.34606141929,52745.908782328625
2470,38122.0049908086,59298.159957929696,68287.68980444154
2471,56909.02900514817,78325.70271309935,86505.66239546363
2472,70768.62178526113,87894.82327523995,101626.09803410954
2473,34799.63156110306,38665.28454531247,60742.03196545612
2474,48281.16164315136,46691.36007128264,71408.37776871295
2475,72220.29374466687,89277.57601520017,103080.01434271326
2476,141622.7679721925,120257.89945546062,115472.61941960288
2477,23877.59739610879,31979.654806736275,51267.37528780782
2478,65800.80916854322,83468.81985647458,96620.29600974942
2479,59040.79083799782,56335.584667934585,81649.0276917171
2480,77216.0162141842,93737.39428083414,108098.43573365135
2481,8225.364650003508,26663.927572106713,38293.55453088901
2482,59765.37138144775,77982.98962786896,90537.39292766688
2483,69225.23117167571,86539.16248474769,100070.68290789188
2484,19641.89572823381,9385.210533056987,18694.41731018785
2485,42992.27936539651,18557.656959803597,33598.04069796869
2486,37306.267223221366,24829.609998854852,51366.35626817117
2487,61743.012578721544,58245.495848587234,83818.69584462598
2488,79070.1804470363,88056.9080094623,108516.20887834698
2489,142749.59200075374,121635.88796980731,116253.05428489902
2490,76368.87550642675,60770.08395780403,86841.21622969439
2491,66864.83829316741,57809.25114472058,84393.2288232962
2492,90151.4768544004,103011.96012487386,120758.73460569604
2493,134491.1800171893,111447.12418058857,129941.5298728863
2494,134491.1800171893,111447.12418058857,129941.5298728863
2495,43638.0977872545,39887.1859509073,65074.2693041506
2496,76820.12186244711,60845.36270881352,47407.13826737918
2497,76820.12186244711,60845.36270881352,47407.13826737918
2498,82726.05625316664,77868.6244438038,53293.018641929404
2499,17643.22822810616,31289.601055599633,20129.71664732861
2500,61623.673678430336,82513.20626924232,91471.69005385663
2501,10909.259463071952,35141.198897913724,35258.32187719015
2502,19343.658720025353,42098.109209400434,36400.80154922426
2503,19343.658720025353,42098.109209400434,36400.80154922426
2504,87335.34902630516,94877.40378823485,116283.43428182599
2505,6965.051990664939,21455.772199335952,34032.59534184523
2506,75755.72291244172,57586.207518406765,82720.98239034633
2507,76711.54112698734,59109.01637232159,84483.40128891403
2508,57078.4332844347,77397.16643975595,87282.20691165226
2509,73868.41909319109,60212.27455442194,86694.59895996565
2510,33949.54769917597,10286.865150251133,34842.981171990774
2511,86144.87962434773,96409.74159254936,116081.209071766
2512,116646.34604304911,110186.45286585466,136695.1592911833
2513,88346.7259763173,70351.33969933551,95301.05729407817
2514,87466.80163509751,83598.79170661057,109543.43150698989
2515,6377.5410720348145,25692.539593253845,26003.401179600598
2516,66548.67034719777,87122.22851018066,96502.13926591208
2517,15795.611029370748,21075.360346026682,15113.40957213677
2518,8894.324120624255,20353.686605801915,34627.241868091805
2519,76896.59911760435,61308.94963654531,87375.71253590324
2520,30512.4081698541,48634.03035864615,61402.62409686814
2521,86196.8857514914,61737.73161175626,70342.76894299487
2522,90216.48529386349,79826.39263347222,59345.95355224005
2523,54834.022217025915,48349.02486269001,24299.413154574926
2524,84971.96134492359,70072.438340277,54838.09725489131
2525,42324.77754661099,38423.73554502575,63600.02969946406
2526,34484.9981260443,36338.346226316324,10653.1270287348
2527,55075.97552317929,42303.41711680134,68968.03892125857
2528,29006.678123427228,38488.47067031863,18215.57560421518
2529,62186.91380411746,80421.65019843931,92943.64786038174
2530,95890.98122231016,92529.36334076167,118415.04722452229
2531,60802.87889783885,81166.58500597175,90935.72153677559
2532,60802.87889783885,81166.58500597175,90935.72153677559
2533,82495.4464625238,68604.99767167718,94983.06346991159
